context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
ctx:category=women accessories,item:feature=snap closure,category×feature,24,3456,-0.0010585463605821133,0.0010585463605821133
"ctx:feature=heel measures approximately 2 inches""",item:rating=4.0,feature×rating,28,712,0.0010512294247746468,0.0010512294247746468
ctx:category=jewelry jewelry sets,item:popularity=5,category×popularity,48,5312,0.0010453569702804089,0.0010453569702804089
ctx:category=shoes sandals,"item:feature=heel measures approximately 3 1/2""",category×feature,24,30272,-0.0010432046838104725,0.0010432046838104725
ctx:category=shoes & jewelry graduation cohort 4 - daily,item:popularity=2,category×popularity,32,896,-0.0010384670458734035,0.0010384670458734035
ctx:category=women shoes,item:brand=clarks,category×brand,80,38784,-0.0010340288281440735,0.0010340288281440735
ctx:category=luggage & travel gear briefcases,item:popularity=3,category×popularity,24,1216,-0.0010188394226133823,0.0010188394226133823
ctx:category=clutches & evening bags clutches,item:popularity=3,category×popularity,48,1920,-0.0010173213668167591,0.0010173213668167591
ctx:category=shoes sneakers,item:popularity=7,category×popularity,184,16704,0.001016783993691206,0.001016783993691206
ctx:category=shapewear bodysuits,item:material=fabric,category×material,32,1472,0.0010093562304973602,0.0010093562304973602
ctx:category=outdoor & work rain,item:brand=hunter,category×brand,24,5440,0.000997663475573063,0.000997663475573063
ctx:category=athletic soccer,item:feature=imported,category×feature,40,1664,-0.0009946590289473534,0.0009946590289473534
ctx:feature=plastic frame,item:rating=3.5,feature×rating,73,4624,0.0009932871907949448,0.0009932871907949448
ctx:category=shorts denim,item:brand=levi's,category×brand,32,2176,-0.000988346990197897,0.000988346990197897
ctx:category=tees & blouses polos,item:popularity=1,category×popularity,40,2304,-0.0009856680408120155,0.0009856680408120155
ctx:category=handbags & wallets shoulder bags,item:popularity=8,category×popularity,32,12928,-0.0009800954721868038,0.0009800954721868038
ctx:category=active leggings,item:popularity=4,category×popularity,64,4544,-0.0009762882255017757,0.0009762882255017757
ctx:category=lingerie baby dolls & chemises,item:rating=3.0,category×rating,24,1536,-0.0009721782989799976,0.0009721782989799976
ctx:feature=satin,item:popularity=6,feature×popularity,22,1864,0.0009675230830907822,0.0009675230830907822
ctx:category=jewelry bracelets,item:color=color: white,category×color,48,7168,0.0009429743513464928,0.0009429743513464928
ctx:category=boots chelsea,item:popularity=7,category×popularity,24,576,-0.0009380150586366653,0.0009380150586366653
ctx:category=pants casual,item:style=department: mens,category×style,40,12480,-0.0009309025481343269,0.0009309025481343269
ctx:category=baby boys bodysuits,item:color=color: white,category×color,24,1792,0.0009258021600544453,0.0009258021600544453
ctx:category=jackets & coats down & down alternative,item:popularity=1,category×popularity,88,4544,-0.0009129690006375313,0.0009129690006375313
ctx:category=shoes boots,item:brand=k komforme,category×brand,24,12800,-0.0009001339785754681,0.0009001339785754681
ctx:category=jewelry rings,item:color=color: blue,category×color,136,14720,-0.0008955532684922218,0.0008955532684922218
ctx:category=active sets,item:brand=vnvne,category×brand,24,2816,0.0008877781219780445,0.0008877781219780445
ctx:category=sandals slides,item:brand=cushionaire,category×brand,48,10048,-0.0008797533810138702,0.0008797533810138702
ctx:material=polyester,item:brand=defender,material×brand,25,227088,-0.0008734012953937054,0.0008734012953937054
ctx:material=polyester,"item:material=polyester 92%, spandex 8% - smooth and ultra-soft fabric that provides extreme comfort with very little weight without restriction - machine washable",material×material,25,227088,-0.0008734012953937054,0.0008734012953937054
ctx:category=wedding & engagement promise rings,item:color=color: white,category×color,24,320,0.0008577541448175907,0.0008577541448175907
ctx:category=boys jeans,item:material=100% cotton,category×material,24,384,0.0008553671650588512,0.0008553671650588512
ctx:category=shoes flats,"item:feature=heel measures approximately 1.25""",category×feature,48,30464,0.000855201855301857,0.000855201855301857
ctx:material=cotton,item:brand=converse,material×brand,25,261232,-0.0008523561991751194,0.0008523561991751194
ctx:material=leather,item:brand=sg sugu,material×brand,20,223968,-0.0008467677980661392,0.0008467677980661392
ctx:category=men jeans,item:material=spandex,category×material,24,5824,-0.0008454732596874237,0.0008454732596874237
ctx:category=backpacks kids' backpacks,item:popularity=3,category×popularity,40,2240,0.0008396361954510212,0.0008396361954510212
ctx:category=shoes & jewelry customers' most-loved: sweaters under $30 pasin test,item:material=cotton,category×material,24,1344,-0.000834362581372261,0.000834362581372261
ctx:category=novelty women,item:color=color: black,category×color,40,1984,-0.0008286675438284874,0.0008286675438284874
ctx:material=cotton,item:brand=angashion,material×brand,20,261232,-0.0008281865157186985,0.0008281865157186985
ctx:category=women accessories,item:price=0_10,category×price,48,3456,-0.0008267248049378395,0.0008267248049378395
ctx:category=hats & caps bucket hats,item:price=missing,category×price,80,1088,-0.0008252565748989582,0.0008252565748989582
ctx:category=athletic golf,item:popularity=1,category×popularity,48,3520,-0.000821924302726984,0.000821924302726984
ctx:category=jackets & coats down & down alternative,item:brand=wantdo,category×brand,24,4544,-0.0008211727254092693,0.0008211727254092693
ctx:category=bracelets bangle,item:color=color: red,category×color,32,7104,0.0008194334805011749,0.0008194334805011749
ctx:category=baby baby boys,item:color=color: black,category×color,24,1024,0.0008118185214698315,0.0008118185214698315
ctx:category=travel accessories passport covers,item:material=leather,category×material,32,576,0.0008113193325698376,0.0008113193325698376
ctx:category=bracelets identification,item:price=10_20,category×price,24,448,-0.0007882565259933472,0.0007882565259933472
ctx:category=jackets & vests vests,item:popularity=7,category×popularity,24,2624,-0.0007851035334169865,0.0007851035334169865
"ctx:material=60% cotton, 40% polyester",item:price=10_20,material×price,25,3224,0.0007834155112504959,0.0007834155112504959
ctx:material=leather,item:brand=keds,material×brand,20,223968,-0.0007750620134174824,0.0007750620134174824
ctx:category=gym bags sports duffels,item:material=polyester,category×material,40,1408,0.0007662731222808361,0.0007662731222808361
ctx:category=women accessories,item:material=cotton,category×material,48,3456,0.0007642796263098717,0.0007642796263098717
ctx:category=team sports baseball & softball,item:material=leather,category×material,32,576,-0.0007545193657279015,0.0007545193657279015
ctx:category=socks & hosiery leg warmers,item:feature=imported,category×feature,32,1152,0.0007489700801670551,0.0007489700801670551
ctx:category=fashion chelsea,item:feature=man made,category×feature,24,8576,0.0007481230422854424,0.0007481230422854424
ctx:feature=machine wash,item:style=department: unisex-adult,feature×style,24,51208,0.000736855436116457,0.000736855436116457
ctx:color=color: brown,item:material=leather sole,color×material,26,11088,0.0007349401712417603,0.0007349401712417603
ctx:category=women hoodies,item:material=polyester,category×material,80,3008,-0.0007348530925810337,0.0007348530925810337
ctx:category=cummerbunds & pocket squares tie sets,item:popularity=3,category×popularity,32,1408,0.0007217894308269024,0.0007217894308269024
ctx:category=card cases & money organizers checkbook covers,item:rating=4.0,category×rating,24,512,-0.0007106051780283451,0.0007106051780283451
ctx:material=leather,item:brand=ted baker,material×brand,30,223968,0.0007104277610778809,0.0007104277610778809
ctx:category=base layers & compression shirts,item:rating=4.0,category×rating,104,2112,-0.0007050647400319576,0.0007050647400319576
ctx:category=watches watch bands,item:rating=3.5,category×rating,80,4480,-0.0007019899785518646,0.0007019899785518646
ctx:category=shoes sandals,"item:feature=heel measures approximately 4""",category×feature,24,30272,-0.0007015061564743519,0.0007015061564743519
ctx:category=card cases & money organizers checkbook covers,item:rating=4.5,category×rating,24,512,0.0006921724416315556,0.0006921724416315556
ctx:category=women skirts,item:brand=frumos,category×brand,24,9472,-0.0006881398148834705,0.0006881398148834705
ctx:category=boots knee-high,item:brand=globalwin,category×brand,24,5696,0.0006828787736594677,0.0006828787736594677
ctx:category=boots knee-high,item:popularity=9,category×popularity,24,5696,0.0006828787736594677,0.0006828787736594677
ctx:category=athletic bowling,item:rating=4.5,category×rating,56,1024,0.0006808382458984852,0.0006808382458984852
ctx:category=necklaces pearl strands,item:popularity=2,category×popularity,56,1024,0.000680332537740469,0.000680332537740469
ctx:category=work & utility shoes,item:popularity=1,category×popularity,88,6592,-0.0006771227344870567,0.0006771227344870567
ctx:category=women masks,item:style=department: womens,category×style,64,3072,0.0006725532002747059,0.0006725532002747059
ctx:category=jewelry necklaces,item:brand=amazon collection,category×brand,48,15680,-0.000670313835144043,0.000670313835144043
ctx:category=women bustiers & corsets,item:rating=4.0,category×rating,32,384,0.0006669717840850353,0.0006669717840850353
ctx:category=rings bands,item:brand=jinique,category×brand,24,5312,0.0006645498797297478,0.0006645498797297478
ctx:category=rings bands,item:popularity=1,category×popularity,184,5312,-0.0006557316519320011,0.0006557316519320011
ctx:category=shoe care & accessories ice & snow grips,item:rating=4.5,category×rating,24,448,-0.0006541712209582329,0.0006541712209582329
ctx:category=medical scrub tops,item:price=missing,category×price,280,2880,0.0006474042311310768,0.0006474042311310768
ctx:category=women jerseys,item:material=polyester,category×material,96,1280,-0.0006467876955866814,0.0006467876955866814
ctx:category=swimsuits & cover ups rash guard shirts,item:popularity=3,category×popularity,32,2432,-0.0006425157189369202,0.0006425157189369202
"ctx:material=98% cotton, 2% spandex",item:feature=machine wash,material×feature,22,712,-0.0006293659098446369,0.0006293659098446369
ctx:category=jewelry tie pins,item:price=10_20,category×price,24,512,-0.0006237197667360306,0.0006237197667360306
ctx:category=luggage carry-ons,item:popularity=5,category×popularity,64,2560,0.0006168452091515064,0.0006168452091515064
ctx:category=athletic bowling,item:popularity=5,category×popularity,24,1024,0.000616756733506918,0.000616756733506918
ctx:feature=shaft measures approximately ankle-high from arch,item:rating=4.0,feature×rating,25,440,-0.0006167162209749222,0.0006167162209749222
ctx:category=active active hoodies,item:price=75_100,category×price,24,4288,-0.0005930676124989986,0.0005930676124989986
ctx:category=sport specific clothing cycling,item:rating=4.5,category×rating,24,576,-0.0005918662063777447,0.0005918662063777447
ctx:category=women costumes,item:price=35_50,category×price,24,960,0.0005898261442780495,0.0005898261442780495
ctx:category=shoes & jewelry everyday apparel essentials,item:rating=4.5,category×rating,24,1088,0.0005689985118806362,0.0005689985118806362
"ctx:material=elastic,polyester,spandex",item:price=missing,material×price,21,216,-0.0005676294676959515,0.0005676294676959515
ctx:category=fashion western,item:popularity=1,category×popularity,72,3648,-0.0005647987127304077,0.0005647987127304077
"ctx:material=polyester,spandex",item:rating=4.5,material×rating,87,2224,-0.000559808686375618,0.000559808686375618
ctx:category=handbags & wallets satchels,item:color=color: black,category×color,40,3456,0.0005591125227510929,0.0005591125227510929
ctx:category=women jewelry,item:feature=is discontinued by manufacturer: no,category×feature,48,1856,-0.0005319514311850071,0.0005319514311850071
ctx:color=color: brown,item:material=leather lining,color×material,30,11088,-0.0005279011093080044,0.0005279011093080044
ctx:category=hats & caps sun hats,item:rating=4.5,category×rating,112,3136,0.00052691251039505,0.00052691251039505
ctx:category=jackets & coats vests,item:material=cotton,category×material,48,1472,-0.0005193781107664108,0.0005193781107664108
ctx:category=luggage & travel gear messenger bags,item:popularity=1,category×popularity,104,2752,-0.0005166898481547832,0.0005166898481547832
ctx:category=wedding & engagement engagement rings,item:color=color: white,category×color,32,896,0.0004907897673547268,0.0004907897673547268
ctx:category=shoes & jewelry pattyboutik apparel,item:popularity=4,category×popularity,32,896,0.0004873727448284626,0.0004873727448284626
ctx:category=shoes & jewelry everyday apparel essentials,item:popularity=4,category×popularity,40,1088,-0.0004789968952536583,0.0004789968952536583
ctx:category=jewelry necklaces,item:style=department: mens,category×style,32,15680,0.00047335028648376465,0.00047335028648376465
ctx:category=rain & anoraks trench coats,item:material=polyester,category×material,72,1344,0.000468619167804718,0.000468619167804718
ctx:material=fabric lining,item:rating=4.5,material×rating,26,520,-0.0004672640934586525,0.0004672640934586525
ctx:category=accessories sunglasses,item:feature=polarized,category×feature,32,1024,0.00046216603368520737,0.00046216603368520737
ctx:material=pu leather,item:feature=imported,material×feature,33,952,-0.0004611574113368988,0.0004611574113368988
ctx:category=bikinis bottoms,item:price=35_50,category×price,24,2624,-0.00045448821038007736,0.00045448821038007736
"ctx:feature=heel measures approximately 1.5 inches""",item:popularity=1,feature×popularity,40,936,-0.00045043276622891426,0.00045043276622891426
ctx:feature=pull on closure,item:rating=1.5,feature×rating,23,85192,-0.00044612446799874306,0.00044612446799874306
ctx:feature=manmade,item:rating=4.0,feature×rating,32,872,-0.00044261012226343155,0.00044261012226343155
ctx:category=luggage & travel gear messenger bags,item:feature=is discontinued by manufacturer: no,category×feature,32,2752,-0.0004416815936565399,0.0004416815936565399
ctx:category=athletic wrestling,item:feature=imported,category×feature,48,640,0.0004317411221563816,0.0004317411221563816
ctx:category=accessories buttons & pins,item:popularity=3,category×popularity,72,3456,0.0004091109149158001,0.0004091109149158001
ctx:category=shoes flats,item:brand=keen,category×brand,40,30464,-0.00039492594078183174,0.00039492594078183174
ctx:category=swimsuits & cover ups one-pieces,item:price=100_150,category×price,24,11456,-0.0003937925212085247,0.0003937925212085247
ctx:category=men jackets,item:material=polyester,category×material,64,1280,-0.0003927517682313919,0.0003927517682313919
ctx:category=bikinis bottoms,item:feature=machine wash,category×feature,24,2624,-0.0003806045278906822,0.0003806045278906822
ctx:category=luggage suitcases,item:brand=travelpro,category×brand,32,2624,0.0003795437514781952,0.0003795437514781952
ctx:category=handbags & wallets crossbody bags,item:brand=kipling,category×brand,32,13440,-0.0003675110638141632,0.0003675110638141632
ctx:category=handbag accessories handbag organizers,item:color=color: blue,category×color,24,1088,-0.0003644833341240883,0.0003644833341240883
ctx:category=active & performance fleece,item:rating=3.0,category×rating,32,2816,0.0003628772683441639,0.0003628772683441639
ctx:feature=quartz movement,item:popularity=4,feature×popularity,29,1736,0.0003451448865234852,0.0003451448865234852
ctx:feature=textile,item:brand=adidas,feature×brand,20,1792,0.00031663803383708,0.00031663803383708
ctx:category=active active shirts & tees,item:brand=champion,category×brand,32,13504,0.0003077737055718899,0.0003077737055718899
ctx:category=jackets & vests wool & pea coats,item:color=color: black,category×color,56,2176,0.0003071492537856102,0.0003071492537856102
"ctx:material=98% cotton, 2% elastane",item:feature=imported,material×feature,47,392,0.00029831333085894585,0.00029831333085894585
ctx:category=hiking & trekking hiking shoes,item:rating=3.0,category×rating,32,5760,0.0002968297339975834,0.0002968297339975834
ctx:category=shoes sandals,item:color=color: red,category×color,48,30272,0.0002902885898947716,0.0002902885898947716
ctx:category=clothing sets skirt sets,item:color=color: black,category×color,24,960,0.0002877204678952694,0.0002877204678952694
ctx:category=travel accessories travel wallets,item:rating=4.5,category×rating,24,512,0.0002864468842744827,0.0002864468842744827
ctx:color=color: black,item:feature=lace,color×feature,20,89864,-0.00028576096519827843,0.00028576096519827843
ctx:category=swimsuits & cover ups board shorts,item:feature=pull on closure,category×feature,24,896,-0.00028189225122332573,0.00028189225122332573
ctx:material=leather,item:brand=badgley mischka,material×brand,25,223968,-0.00027327192947268486,0.00027327192947268486
ctx:category=tees & blouses tanks & camis,item:feature=lace,category×feature,48,19200,-0.0002679661847651005,0.0002679661847651005
ctx:category=jackets & coats vests,item:rating=4.5,category×rating,72,1472,-0.0002640564925968647,0.0002640564925968647
ctx:category=underwear briefs,item:brand=hanes,category×brand,24,2304,0.0002631242386996746,0.0002631242386996746
"ctx:material=92% polyester, 8% spandex",item:feature=pull on closure,material×feature,38,1032,-0.00026220642030239105,0.00026220642030239105
ctx:category=women dresses,item:price=100_150,category×price,32,29888,-0.00022597284987568855,0.00022597284987568855
ctx:category=luggage & travel gear backpacks,item:rating=3.5,category×rating,40,1536,-0.00021104514598846436,0.00021104514598846436
ctx:category=men pants,"item:material=95% polyester, 5% spandex",category×material,24,2880,0.00020878668874502182,0.00020878668874502182
ctx:category=necklaces y-necklaces,item:style=department: womens,category×style,40,1024,0.00020295660942792892,0.00020295660942792892
ctx:category=sweaters vests,item:feature=hand wash only,category×feature,40,1216,0.0001915176399052143,0.0001915176399052143
ctx:category=women wigs,item:color=color: pink,category×color,24,3776,-0.00016835052520036697,0.00016835052520036697
ctx:material=leather,item:brand=jousen,material×brand,25,223968,0.00016794027760624886,0.00016794027760624886
ctx:category=girls costumes,item:color=color: green,category×color,24,5120,0.00016788672655820847,0.00016788672655820847
ctx:category=shoes & jewelry top 50 by product type,item:feature=button closure,category×feature,40,1664,0.00016497354954481125,0.00016497354954481125
ctx:category=jewelry boxes & organizers jewelry towers,item:rating=5.0,category×rating,24,1280,0.00015345821157097816,0.00015345821157097816
ctx:category=men sweaters,item:feature=machine wash,category×feature,24,640,0.00014361366629600525,0.00014361366629600525
ctx:category=athletic ballet & dance,item:popularity=6,category×popularity,24,1984,0.00014198338612914085,0.00014198338612914085
ctx:category=necklaces pendant necklaces,item:feature=crafted in .925 sterling silver,category×feature,24,26944,0.00014085043221712112,0.00014085043221712112
ctx:category=sleep & lounge one-piece pajamas,item:popularity=6,category×popularity,24,1472,-0.00013943202793598175,0.00013943202793598175
ctx:category=bikinis sets,item:popularity=6,category×popularity,88,10048,-0.0001366003416478634,0.0001366003416478634
ctx:category=active active shorts,item:brand=nike,category×brand,40,14528,0.00012469012290239334,0.00012469012290239334
ctx:category=sleepwear & robes pajama sets,item:feature=elastic closure,category×feature,40,6912,-0.00012062815949320793,0.00012062815949320793
ctx:material=cotton,item:brand=hurley,material×brand,20,261232,-0.00011526374146342278,0.00011526374146342278
ctx:category=boots western,item:feature=imported,category×feature,48,896,0.0001126537099480629,0.0001126537099480629
ctx:category=work & utility industrial & construction boots,item:rating=4.5,category×rating,104,2624,0.00010382896289229393,0.00010382896289229393
ctx:category=dresses formal,item:rating=3.0,category×rating,40,6208,-9.495113044977188e-05,9.495113044977188e-05
ctx:material=leather,item:feature=quartz movement with analog display,material×feature,20,223968,9.251665323972702e-05,9.251665323972702e-05
ctx:category=active shirts & tees polos,item:feature=imported,category×feature,80,1152,9.031128138303757e-05,9.031128138303757e-05
ctx:category=accessories gloves & mittens,item:rating=4.5,category×rating,64,832,-8.3141028881073e-05,8.3141028881073e-05
ctx:category=gloves & mittens mittens,item:feature=imported,category×feature,32,640,8.29603523015976e-05,8.29603523015976e-05
"ctx:color=items that are handmade may vary in size, shape and color",item:price=missing,color×price,153,1264,-6.792228668928146e-05,6.792228668928146e-05
ctx:category=bracelets strand,item:popularity=8,category×popularity,24,2176,-6.020721048116684e-05,6.020721048116684e-05
ctx:material=cotton,item:brand=beotyshow,material×brand,20,261232,4.923436790704727e-05,4.923436790704727e-05
ctx:feature=hook and eye closure,item:material=nylon,feature×material,68,1696,3.0926428735256195e-05,3.0926428735256195e-05
ctx:category=fashion shearling,item:size=fit: true to size,category×size,32,2432,-2.9399991035461426e-05,2.9399991035461426e-05
ctx:category=backpacks casual daypacks,item:price=150_250,category×price,24,9472,-2.796156331896782e-05,2.796156331896782e-05
ctx:category=work utility & safety outerwear,item:brand=dickies,category×brand,24,896,-2.3410655558109283e-05,2.3410655558109283e-05
ctx:category=rings statement,item:rating=4.5,category×rating,376,12416,2.186652272939682e-05,2.186652272939682e-05
ctx:category=shirts casual button-down shirts,item:feature=made in the usa,category×feature,24,15296,-1.8748920410871506e-05,1.8748920410871506e-05
ctx:category=athletic equestrian sport boots,item:price=missing,category×price,24,256,-1.615239307284355e-05,1.615239307284355e-05
ctx:category=shoes & jewelry mfn only v2,item:popularity=3,category×popularity,24,768,1.357588917016983e-05,1.357588917016983e-05
ctx:category=women accessories,item:material=leather,category×material,40,3456,-8.279457688331604e-06,8.279457688331604e-06
ctx:category=shoes & jewelry novelty & more,item:color=color: grey,category×color,32,4032,-7.609836757183075e-06,7.609836757183075e-06
ctx:category=boots ankle & bootie,item:brand=franco sarto,category×brand,24,19072,5.865469574928284e-06,5.865469574928284e-06
ctx:budget=budget around $—,item:category=shoes & jewelry men,budget×category,29,1936,0.0,0.0
ctx:budget=budget around $—,item:category=shoes & jewelry novelty & more,budget×category,97,1936,0.0,0.0
ctx:budget=budget around $—,item:category=shoes & jewelry westlake,budget×category,27,1936,0.0,0.0
ctx:budget=budget around $—,item:category=shoes & jewelry women,budget×category,42,1936,0.0,0.0
ctx:category=accessories accessory sets,item:category=accessories accessory sets,category×category,144,1152,0.0,0.0
ctx:category=accessories applique patches,item:category=accessories applique patches,category×category,128,1024,0.0,0.0
ctx:category=accessories bandanas,item:category=accessories bandanas,category×category,208,1664,0.0,0.0
ctx:category=accessories belt buckles,item:category=accessories belt buckles,category×category,112,896,0.0,0.0
ctx:category=accessories belts,item:category=accessories belts,category×category,1704,13632,0.0,0.0
ctx:category=accessories bow ties,item:category=accessories bow ties,category×category,32,256,0.0,0.0
ctx:category=accessories bra extenders,item:category=accessories bra extenders,category×category,24,192,0.0,0.0
ctx:category=accessories breast petals,item:category=accessories breast petals,category×category,32,256,0.0,0.0
ctx:category=accessories buttons & pins,item:category=accessories buttons & pins,category×category,432,3456,0.0,0.0
ctx:category=accessories cold weather,item:category=accessories cold weather,category×category,24,192,0.0,0.0
ctx:category=accessories cold weather,item:price=missing,category×price,24,192,0.0,0.0
ctx:category=accessories earmuffs,item:category=accessories earmuffs,category×category,64,512,0.0,0.0
ctx:category=accessories earmuffs,item:price=missing,category×price,64,512,0.0,0.0
ctx:category=accessories eyewear,item:category=accessories eyewear,category×category,24,192,0.0,0.0
ctx:category=accessories eyewear,item:color=color: black,category×color,24,192,0.0,0.0
ctx:category=accessories fashion scarves,item:category=accessories fashion scarves,category×category,32,256,0.0,0.0
ctx:category=accessories fashion scarves,item:price=missing,category×price,32,256,0.0,0.0
ctx:category=accessories gloves & mittens,item:category=accessories gloves & mittens,category×category,104,832,0.0,0.0
ctx:category=accessories handkerchiefs,item:category=accessories handkerchiefs,category×category,72,576,0.0,0.0
ctx:category=accessories hats & caps,item:category=accessories hats & caps,category×category,1192,9536,0.0,0.0
ctx:category=accessories headwear,item:category=accessories headwear,category×category,360,2880,0.0,0.0
ctx:category=accessories keychains,item:category=accessories keychains,category×category,536,4288,0.0,0.0
ctx:category=accessories keyrings & keychains,item:category=accessories keyrings & keychains,category×category,144,1152,0.0,0.0
ctx:category=accessories leg warmers,item:category=accessories leg warmers,category×category,72,576,0.0,0.0
ctx:category=accessories neckties,item:category=accessories neckties,category×category,96,768,0.0,0.0
ctx:category=accessories pads & enhancers,item:category=accessories pads & enhancers,category×category,40,320,0.0,0.0
ctx:category=accessories scarves,item:category=accessories scarves,category×category,64,512,0.0,0.0
ctx:category=accessories socks,item:category=accessories socks,category×category,352,2816,0.0,0.0
ctx:category=accessories sport headbands,item:category=accessories sport headbands,category×category,104,832,0.0,0.0
ctx:category=accessories sunglasses,item:category=accessories sunglasses,category×category,128,1024,0.0,0.0
ctx:category=accessories sunglasses & eyewear,item:category=accessories sunglasses & eyewear,category×category,24,192,0.0,0.0
ctx:category=accessories suspenders,item:category=accessories suspenders,category×category,184,1472,0.0,0.0
ctx:category=accessories tights,item:category=accessories tights,category×category,24,192,0.0,0.0
ctx:category=accessories tights,item:material=cotton,category×material,24,192,0.0,0.0
ctx:category=accessories tights,item:rating=4.5,category×rating,24,192,0.0,0.0
ctx:category=accessories wallets,item:category=accessories wallets,category×category,144,1152,0.0,0.0
ctx:category=active & performance fleece,item:category=active & performance fleece,category×category,352,2816,0.0,0.0
ctx:category=active & performance insulated,item:category=active & performance insulated,category×category,136,1088,0.0,0.0
ctx:category=active & performance insulated shells,item:category=active & performance insulated shells,category×category,96,768,0.0,0.0
ctx:category=active & performance shells,item:category=active & performance shells,category×category,216,1728,0.0,0.0
ctx:category=active & performance wind & rain,item:category=active & performance wind & rain,category×category,24,192,0.0,0.0
ctx:category=active & performance wind & rain,item:material=polyester,category×material,24,192,0.0,0.0
ctx:category=active active base layers,item:category=active active base layers,category×category,232,1856,0.0,0.0
ctx:category=active active dresses,item:category=active active dresses,category×category,40,320,0.0,0.0
ctx:category=active active dresses,item:price=missing,category×price,40,320,0.0,0.0
ctx:category=active active hoodies,item:category=active active hoodies,category×category,536,4288,0.0,0.0
ctx:category=active active pants,item:category=active active pants,category×category,960,7680,0.0,0.0
ctx:category=active active shirts & tees,item:category=active active shirts & tees,category×category,1688,13504,0.0,0.0
ctx:category=active active shorts,item:category=active active shorts,category×category,1816,14528,0.0,0.0
ctx:category=active active sweatshirts,item:category=active active sweatshirts,category×category,344,2752,0.0,0.0
ctx:category=active active underwear,item:category=active active underwear,category×category,56,448,0.0,0.0
ctx:category=active active underwear,item:price=missing,category×price,56,448,0.0,0.0
ctx:category=active athletic socks,item:category=active athletic socks,category×category,1776,14208,0.0,0.0
ctx:category=active athletic supporters,item:category=active athletic supporters,category×category,48,384,0.0,0.0
ctx:category=active base layers & compression,item:category=active base layers & compression,category×category,40,320,0.0,0.0
ctx:category=active dresses,item:category=active dresses,category×category,128,1024,0.0,0.0
ctx:category=active leggings,item:category=active leggings,category×category,568,4544,0.0,0.0
ctx:category=active pants sweatpants,item:category=active pants sweatpants,category×category,864,6912,0.0,0.0
ctx:category=active pants track pants,item:category=active pants track pants,category×category,208,1664,0.0,0.0
ctx:category=active sets,item:category=active sets,category×category,352,2816,0.0,0.0
ctx:category=active shirts & tees button-down shirts,item:category=active shirts & tees button-down shirts,category×category,48,384,0.0,0.0
ctx:category=active shirts & tees polos,item:category=active shirts & tees polos,category×category,144,1152,0.0,0.0
ctx:category=active shirts & tees t-shirts,item:category=active shirts & tees t-shirts,category×category,792,6336,0.0,0.0
ctx:category=active shirts & tees tank tops,item:category=active shirts & tees tank tops,category×category,480,3840,0.0,0.0
ctx:category=active sweaters,item:category=active sweaters,category×category,64,512,0.0,0.0
ctx:category=active track & active jackets,item:category=active track & active jackets,category×category,344,2752,0.0,0.0
ctx:category=active vests,item:category=active vests,category×category,48,384,0.0,0.0
ctx:category=american football men,item:category=american football men,category×category,32,256,0.0,0.0
ctx:category=athletic ballet & dance,item:category=athletic ballet & dance,category×category,248,1984,0.0,0.0
ctx:category=athletic baseball & softball,item:category=athletic baseball & softball,category×category,40,320,0.0,0.0
ctx:category=athletic basketball,item:category=athletic basketball,category×category,208,1664,0.0,0.0
ctx:category=athletic bowling,item:category=athletic bowling,category×category,128,1024,0.0,0.0
ctx:category=athletic bowling,item:price=missing,category×price,128,1024,0.0,0.0
ctx:category=athletic cycling,item:category=athletic cycling,category×category,232,1856,0.0,0.0
ctx:category=athletic dance,item:category=athletic dance,category×category,72,576,0.0,0.0
ctx:category=athletic equestrian sport boots,item:category=athletic equestrian sport boots,category×category,32,256,0.0,0.0
ctx:category=athletic fitness & cross-training,item:category=athletic fitness & cross-training,category×category,920,7360,0.0,0.0
ctx:category=athletic golf,item:category=athletic golf,category×category,440,3520,0.0,0.0
ctx:category=athletic racquet sports,item:category=athletic racquet sports,category×category,40,320,0.0,0.0
ctx:category=athletic racquet sports,item:price=missing,category×price,40,320,0.0,0.0
ctx:category=athletic running,item:category=athletic running,category×category,1264,10112,0.0,0.0
ctx:category=athletic skateboarding,item:category=athletic skateboarding,category×category,512,4096,0.0,0.0
ctx:category=athletic soccer,item:category=athletic soccer,category×category,208,1664,0.0,0.0
ctx:category=athletic sport sandals,item:category=athletic sport sandals,category×category,80,640,0.0,0.0
ctx:category=athletic sport sandals,item:price=missing,category×price,80,640,0.0,0.0
ctx:category=athletic sport sandals & slides,item:category=athletic sport sandals & slides,category×category,816,6528,0.0,0.0
ctx:category=athletic tennis & racquet sports,item:category=athletic tennis & racquet sports,category×category,496,3968,0.0,0.0
ctx:category=athletic walking,item:category=athletic walking,category×category,2160,17280,0.0,0.0
ctx:category=athletic water shoes,item:category=athletic water shoes,category×category,1064,8512,0.0,0.0
ctx:category=athletic wrestling,item:category=athletic wrestling,category×category,80,640,0.0,0.0
ctx:category=baby baby boys,item:category=baby baby boys,category×category,128,1024,0.0,0.0
ctx:category=baby baby boys,item:material=100% polyester,category×material,48,1024,0.0,0.0
ctx:category=baby baby boys,item:material=polyester,category×material,48,1024,0.0,0.0
ctx:category=baby baby girls,item:category=baby baby girls,category×category,136,1088,0.0,0.0
ctx:category=baby boys bodysuits,item:category=baby boys bodysuits,category×category,224,1792,0.0,0.0
